provincia,municipio,distrito_municipal,recinto_nombre,recinto_direccion,sector,colegios_lista
LA ROMANA,LA ROMANA,LA ROMANA,COMEDOR ECONOMICO,"C/ JUAN BAUTISTA MOREL, VILLA VERDE",VILLA VERDE,"0077,0077A,0077B,0077C,0077D"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA PRIMARIA SALOME UREÑA NO. 1,CALLE MARCELO SIMARD NO. 1 ESQ. AVE. SANTA ROSA,VILLA VERDE,"0009,0009A,0010,0010A,0010B,0011,0011A,0012,0012A"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA CENTRAL ROMANA,BARRIO BORREGAL,BARRIO BORREGAL,"0062,0062A,0063,0068,0068A"
LA ROMANA,LA ROMANA,LA ROMANA,CENTRO MUTUALISTA,PROLONGACION ALTAGRACIA,SAVICA,"0051,0051A,0054,0054A,0110,0111,0111A,0168"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO SAGRADO CORAZON DE JESUS,CALLE GREGORIO LUPERON,TAMARINDO,"0021,0022,0023,0024,0083,0083A,0083B,0101,0101A,0144"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA MERCEDES LAURA AGUIAR,PEDRO A. LLUBERES,TAMARINDO,"0017,0018,0018A,0019,0020,0025,0026,0026A,0085,0085A,0100,0102"
LA ROMANA,LA ROMANA,LA ROMANA,GOBERNACION PROVINCIAL,C/ TENIENTE AMADO GARCIA GUERRERO,CENTRO DE LA CIUDAD,"0032,0032A,0033,0033A,0034,0035,0082,0116,0194"
LA ROMANA,LA ROMANA,LA ROMANA,INSTITUTO EVANGELICO HOFF- MAN,C/ SANTA ROSA/EUGENIO MIRANDA,CENTRO DE LA CIUDAD,"0055,0056,0057,0118"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO SANTA ROSA DE LIMA,C/ ING. BIENVENIDO CREALES S.,CENTRO DE LA CIUDAD,"0040,0040A,0041"
LA ROMANA,LA ROMANA,LA ROMANA,LICEO SECUNDARIO TIBURCIO MILLAN LOPEZ,GREGORIO LUPERON,CENTRO DE LA CIUDAD,"0013,0013A,0014,0014A,0015,0015A,0016,0016A,0038,0038A,0039,0039A"
LA ROMANA,LA ROMANA,LA ROMANA,POLIDEPORTIVO ELEONCIO MERCEDES,AV. PADRE ABREU KM.2,SALIDA DEL PUEBLO CARRETERA A SAN PEDRO,"0076,0076A,0090,0090A,0090B,0090C,0090D,0091,0091A,0169"
LA ROMANA,LA ROMANA,LA ROMANA,SOCIEDAD ESPERANZA,CALLE 30 DE MARZO,CENTRO DE LA CIUDAD,"0066,0066A,0067"
LA ROMANA,LA ROMANA,LA ROMANA,INSTITUTO ALIANZA JUVENIL,PARAJE BUENA VISTA,BUENA VISTA,"0074,0074A,0074B,0147,0161,0193"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA SILVIA MILENA CASTRO,PARAJE CACATA,CACATA,"0071,0072"
LA ROMANA,LA ROMANA,LA ROMANA,CENTRO COMUNAL ISLA SAONA,PARAJE ISLA SAONA,ISLA SAONA,75
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO INMACULADO CORAZON DE MARIA,CALLE PRIMERA,LA HOZ,"0028,0028A,0028C,0113,0148"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO MI HOGAR CRISTIANO,CALLE HERMANAS MIRABAL,VILLA VERDE,"0095,0095A,0095B,0171,0196"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO PARROQUIAL SAN EDUARDO,GUACANAGARIX,QUISQUEYA,"0003,0003A,0004,0004A,0004B,0150,0172,0190,0197"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO QUISQUEYA,PASEO DE LOS CACIQUES,QUISQUEYA,"0002,0002A,0002B,0173"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA ROGER GASCUET,CALLE MARCELO SIMARD,VILLA VERDE,"0092,0092A,0092C,0151,0174"
LA ROMANA,LA ROMANA,LA ROMANA,SINDICATO UNIDO DE LOS TRABA- JADORES,CALLE DOCTOR HERNANDEZ,SAVICA,"0048,0048A,0049,0050,0050A,0154,0176"
LA ROMANA,LA ROMANA,LA ROMANA,CANCHA MUNICIPAL,C/ DR.HERNANDEZ,CENTRO DE LA CIUDAD,"0058,0058A,0059,0059A,0135,0177"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO MI VILLA INFANTIL,LUPERON NO. 15,VILLA VERDE,"0136,0137,0178"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA ESPECIAL,VILLA VERDE,VILLA VERDE,"0131,0138,0179"
LA ROMANA,LA ROMANA,LA ROMANA,CLUB DEL DETALLISTA,AVENIDA PADRE MARCELO SIMO ANTIGUA AVENIDA CIR- CUNVALACION,VILLA VERDE,"0141,0157,0191"
LA ROMANA,LA ROMANA,LA ROMANA,PALACIO DE JUSTICIA,"CALLE DR. HERNANDEZ, CEN- TRO DE LA CIUDAD",CENTRO DE LA CIUDAD,"0069,0069A,0070,0159"
LA ROMANA,LA ROMANA,LA ROMANA,SESPAS,"CALLE DOLORES TEJEDA, BANCOLA",BANCOLA,"0105,0117,0183"
LA ROMANA,LA ROMANA,LA ROMANA,BIBLIOTECA PADRE SEBASTIAN CABALOTO,CALLE MARCELO SIMARD,VILLA VERDE,"0093,0093A,0093B"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO SINAI,CALLE EUGENIO A. MIRANDA ESQ. SANTA ROSA,CENTRO DE LA CIUDAD,"0060,0060A,0061,0061A,0149,0160"
LA ROMANA,LA ROMANA,LA ROMANA,LICEO SALOME UREÑA NO.2,VILLA SAN CARLOS,SAN CARLOS,"0079,0079A,0079B,0079C,0079D"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO NUEVA ESPERANZA,CALLE 5TA. FRAY JUAN DE UTRERA N0. 30,PEREIRA,"0140,0188,0198"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO EVANG SHALOM,CALLE MARCELO SIMARD,VILLA VERDE,"0092B,0094,0094A,0184,0201"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO BIBLICO CRISTIANO,AVENIDA SANTA ROSA NO.209,VILLA VERDE,"0096,0096A,0120,0189,0202"
LA ROMANA,LA ROMANA,LA ROMANA,SALON DE EVENTOS CLUB CHOLA,"BARRIO LA AVIACION, CALLE HECTOR RENE GIL",CENTRO DE LA CIUDAD,"0084,0084A,0099,0099A,0146,0203"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA NURY CUETO,CALLE PRINCIPAL,SAN CARLOS,"0079E,0162,0185,0195,0204"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELAS MADRES ESCOLAPIAS,CALLE 3ERA. SAVICA,SAVICA,"0046,0046A,0047,0047A,0086,0205"
LA ROMANA,LA ROMANA,LA ROMANA,MULTIUSO IGLESIA SAN PABLO,"C/ TEOFILO FERRY, ESQUINA C/GNO.6",PAPAGAYO,"0103A,0106,0165,0206"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA AURORA ANTONIA ALTA- GRACIA MARIANO,CALLE SEGUNDA,CHICAGO,"0086A,0086B,0107,0108,0109,0207"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO LOS ALPES,"CALLE RESPALDO AVENIDA PADRE ABREU, NO.93",VILLA VERDE,"0077E,0122,0208"
LA ROMANA,LA ROMANA,LA ROMANA,ASOCIACION DOMINICANA DE REHABILITACION INC.,"CALLE LOGIA, AMOR Y TRA- BAJO",QUISQUEYA,"0132,0155,0180"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO ARCA DE CRISTO,CALLE DOCTOR TEOFILO FERRY,CENTRO DE LA CIUDAD,"0029,0030,0052,0053,0053A,0104,0112,0114,0145"
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO VALLE DE BENDICION,AVENIDA CAAMAÑO DEÑO,ROMANA DEL OESTE,"0163,0192"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA DE ARTES FERNANDO RIB,MANZANA 26 N0. 9,QUISQUEYA,"0005,0005A,0006,0006A,0007,0007A,0133,0139,0152,0156,0181"
LA ROMANA,LA ROMANA,LA ROMANA,POLITECNICO CALASANZ SAN EDUARDO,CALLE GUACANAGARIX N0. 18,QUISQUEYA,"0001,0001A,0001B,0001C,0153"
LA ROMANA,LA ROMANA,LA ROMANA,POLITECNICO LILLIAM BAYONA,CALLE RESPALDO BARCELO SIMARD,CENTRO DE LA CIUDAD,"0080,0080A,0097,0098,0167"
LA ROMANA,LA ROMANA,LA ROMANA,SALON PARROQUIAL,CALLE ING.BIENVENIDO CREALES/RES.GREGORIO LUPERON,LA PIEDRA,"0036,0036A,0037"
LA ROMANA,LA ROMANA,LA CALETA (DM),LICEO PROFESOR MIGUEL INFAN- TE SANTANA,"AV. PRINCIPAL ESQ., C/19","VISTA CATALINA, LA CALETA","0142,0158,0182,0187,0199,0200"
LA ROMANA,LA ROMANA,LA CALETA (DM),ESCUELA PRIMARIA RITA ELENA MÉNDEZ,CALLE 10,RESIDENCIAL ROMANA,"0129,0130,0143,0170,0186"
LA ROMANA,GUAYMATE,GUAYMATE,LICEO SECUNDARIO GREGORIO LUPERON,CALLE PROYECTO,CENTRO DE LA CIUDAD,"0001,0017,0022"
LA ROMANA,GUAYMATE,GUAYMATE,ESCUELA BASICA VICENTA ROB- INSON,PARAJE LAS MERCEDES O TOCONES,BATEY LOS TOCONES,"0004,0005"
LA ROMANA,GUAYMATE,GUAYMATE,ESCUELA PRIMARIA RURAL CHAVON ARRIBA,PARAJE CHAVON ARRIBA,CHAVON ARRIBA,3
LA ROMANA,GUAYMATE,GUAYMATE,CENTRO COMUNAL,PARAJE HIGUERAL,HIGUERAL,"0010,0025"
LA ROMANA,GUAYMATE,GUAYMATE,ESCUELA PRIMARIA E INTERMEDIA,PARAJE HIGUERAL,HIGUERAL,"0011,0012"
LA ROMANA,GUAYMATE,GUAYMATE,ESCUELA PRIMARIA RURAL,PARAJE BATEY NO. 16,BATEY 16,8
LA ROMANA,GUAYMATE,GUAYMATE,ESCUELA PRIMARIA RURAL,PARAJE BATEY NO.81,BATEY 81,"0007,0016"
LA ROMANA,GUAYMATE,GUAYMATE,ESCUELA PRIMARIA RURAL,PARAJE BATEY PELIGRO,BATEY PELIGRO,"0006,0018"
LA ROMANA,GUAYMATE,GUAYMATE,ESCUELA PRIMARIA RURAL PARA- JE BATEY GUERRERO,PARAJE BATEY GUERRERO,GUERRERO,"0009,0015,0030"
LA ROMANA,GUAYMATE,GUAYMATE,SALON DEL AYUNTAMIENTO MUNICIPAL,CALLE TENIENTE AMADO GARCÍA NO. 3,BARRIO NUEVO,20
LA ROMANA,GUAYMATE,GUAYMATE,LICEO SECUNDARIO HORACIO RAUL CAIRO,CALLE JOSÉ FRANCISCO PEÑA GÓMEZ,CENTRO DE LA CIUDAD,"0026,0027,0028"
LA ROMANA,GUAYMATE,GUAYMATE,LICEO SECUNDARIO,BARRIO DE BLOQUES S/N,HIGUERAL,"0021,0024"
LA ROMANA,GUAYMATE,GUAYMATE,ESCUELA DE EDUCACION PROF. RAMONA COTES MORALES,CALLE JOSE FRANCISCO PEÑA GOMEZ,BARRIO LOS COCO,"0002,0019,0023"
LA ROMANA,GUAYMATE,GUAYMATE,MULTIUSO GUAYMATE,CALLE JOSE FRANCISCO PEÑA GOMEZ S/N,CENTRO DE LA CIUDAD,29
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA ENMA BALAGUER,CALLE PRINCIPAL,PICA PIEDRA,"0143,0150,0151"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,COLEGIO VIDA NUEVA,CALLE CUARTA No. 42,PICA PIEDRA,144
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA PRIMARIA TZU-CHI,KM. 6,JUAN PABLO DUARTE,"0146,0153,0165,0175,0183"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA PRIMARIA BILL GRANT,C/ 1RA. BO. LOS MULOS,PIEDRA LINDA,"0123,0124B,0126,0126A,0128,0141,0159,0205"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA PRIMARIA CONCEPCION BONA,LOS MULOS,EL TAMARINDO,"0124,0124A,0124C,0125,0125A,0127,0140,0214"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA EVARISTO ARAUJO,"CARRETERA LA ROMANA SAN PEDRO, KM. 3 1/3",KM. 3 1/2,"0001,0137,0139,0149,0156,0160"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,COLEGIO MARIA DE HOSTOS,CALLE RUTA DE LOS MAE- STROS,LOS MAESTROS,"0157,0161,0186,0192"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA BASICA LA LECHOSA,PROLONGACION RUTA DEL PICA PIEDRAS,LA LECHOZA,"0164,0169,0172,0177,0180,0187,0195,0208"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA UN PASO POR LA LIBERTAD,CALLE FREDDY PRESTOL CASTILLO,PICA PIEDRA,"0168,0171,0178,0181,0190,0209"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,LICEO TECNICO LUIS HERIBERTO PAYAN,CALLE JUAN PABLO DUARTE,CENTRO DE LA CIUDAD,"0167,0173,0179,0182,0188,0189,0196,0197,0200,0203"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA PRIMARIA PROFESOR JUAN BOSCH,CALLE SEGUNDA,REPARTO TORRES,"0191,0198,0204,0212,0215"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,ESCUELA ERVIDO CREALES,CALLE MANUEL TAVAREZ JUSTO,VILLA PROGRESO,"0201,0213,0216"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,LICEO LEONOR ISABEL CABRERA REYES,CALLE PADRE ABRAHAN S/N,VILLA LA CAOBA,"0155,0163,0202,0206,0210"
LA ROMANA,VILLA HERMOSA,VILLA HERMOSA,LICEO CONSUELO BRITO BAEZ,AVENIDA PROFESOR JUAN BOSCH NO. 25,KM. 3 1/2,"0185,0194,0199,0207,0217"
LA ROMANA,VILLA HERMOSA,CUMAYASA (DM),ESCUELA PRIMARIA HERMANAS MIRABAL,PARAJE CUCAMA,CUCAMA,"0142,0145,0152,0162,0170,0174,0193,0211"
LA ROMANA,VILLA HERMOSA,CUMAYASA (DM),ESCUELA PRIMARIA JUAN PABLO DUARTE,PARAJE CUMAYASA KM.10,"KM. 10 , CUMAYASA","0073,0073A,0121,0147,0154,0158,0166,0184"
LA ROMANA,VILLA HERMOSA,CUMAYASA (DM),ESCUELA PRIMARIA KM. 14,KILOMETRO 14,KM. 14. CUMAYASA,"0138,0148,0176"
LA ROMANA,VILLA HERMOSA,CUMAYASA (DM),ESCUELA NURIS ALVARES REYES,"CALLE JOAQUIN BALAGUER, DETRAS DEL PLAY","KM. 10 , CUMAYASA","0134,0218"
LA VEGA,LA VEGA,LA VEGA,ESCUELA SAN MARTIN DE POR- RES,CALLE DOCE,SAN MARTIN,"0006,0006A,0007,0007A,0298"
LA VEGA,LA VEGA,LA VEGA,CUARTEL DE BOMBEROS CIVILES,CALLE SANTOME,VILLA FRANCISCA,"0008,0008A,0008B,0009,0355"
LA VEGA,LA VEGA,LA VEGA,ESC. RAMON DEL ORBE Y DEL ORBE,C/10. BARRIO VILLA PALMARITO,VILLA PALMARITO,"0011,0011A,0011B,0012,0013,0014,0015,0320"
LA VEGA,LA VEGA,LA VEGA,BIBLIOTECA MUNICIPAL GUIDO DESPRADREL,PADRE BILLINI/PADRE ADOLFO,CENTRO DE LA CIUDAD,"0218,0218A,0246,0304,0369,0393"
LA VEGA,LA VEGA,LA VEGA,BIBLIOTECA PROGRESISTA,RESTAURACION FRENTE AL PARQUE,CENTRO DE LA CIUDAD,"0023,0025"
LA VEGA,LA VEGA,LA VEGA,COLEGIO CENTRAL AGUSTINIANO,AVE. INDEPENDENCIA,CENTRO DE LA CIUDAD,"0030,0030A,0030B,0030C,0219,0219A,0299,0321,0370"
LA VEGA,LA VEGA,LA VEGA,ESCUELA LAS CARMELITAS,BARRIO LAS CARMELITAS,LAS CARMELITAS,"0242,0242A,0242B,0242C,0394"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PADRE LAMARCHE,JIMENEZ MOYA ESQ. B.MON- CION,CENTRO DE LA CIUDAD,"0028,0028A,0029,0044,0044A,0044B,0322"
LA VEGA,LA VEGA,LA VEGA,LA CASA DE LA CULTURA,CALLE INDEPENDENCIA,CENTRO DE LA CIUDAD,"0245,0247"
LA VEGA,LA VEGA,LA VEGA,OFICINA DEL ESTADIO OLIMPICO,"AV. RIVA PROL. ESTE, PARTE ATRAS",VILLA OLIMPICA,"0020,0020A,0021,0217,0243,0372"
LA VEGA,LA VEGA,LA VEGA,POLITECNICO FEMENINO MER- CEDES MOREL,BARRIO LOTERIA NACIONAL,LOTERIA NACIONAL,"0001,0001A,0002,0002B,0003,0004,0004A,0285,0357"
LA VEGA,LA VEGA,LA VEGA,HOSPITAL DEL SEGURO SOCIAL,"CIUDAD, URB. LA PRIMAVERA",LA PRIMAVERA,"0239,0239A,0272,0323,0387"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA FRANCISCO JIMENEZ PORTORREAL,PARAJE BACUI ARRIBA,SABANA DE LOS JIMENEZ,"0089,0270"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO RAMONA RODRIGUEZ,PARAJE LAS UVAS,LAS UVAS,"0087,0088,0253"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO MAGUEY,PARAJE MAGUEY,MAGUEY,"0084,0085,0086,0363"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO CERCADO ALTO,PARAJE CERCADO ALTO ARRIBA,CERCADO ALTO ARRIBA,"0145,0399"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO RAMON MARIA MARMOLEJOS,PARAJE HIGUERITO,HIGUERO O HIGUERITO,"0143,0282"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL JOA BAYACANES,PARAJE JOA,JOA,144
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO NORBERTO LUCIANO MORA,PARAJE LAS CRUCES,LAS CRUCE,"0146,0147,0260,0286,0373"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL ANA GRACIELA MORILLA,PARAJE ARENOSO,ARENOSO,"0120,0120A,0121,0122,0230,0279,0327,0374"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL OBIS- PO PEDRO SUAREZ DEXA,PARAJE CARRERAS DE PALMAS,CARRERA DE LAS PALMAS,"0115,0116,0117,0117A,0329"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO FRAY RAMON PANE,PARAJE GUACO,GUACO,400
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO ANA RAMO- NA SUAREZ,PARAJE LA POCILGA,LA POCILGA,"0125,0126"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO LOS CORO- ZOS,PARAJE LOS COROSOS,LOS COROZOS,"0107,0108"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUATIVO MARIA FILIPI- NA ESCOTO,PARAJE LOS VALERIOS,LOS VALERIOS,"0112,0309"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO LAS MAR- TINEZ,PARAJE RIO SECO,RIO SECO,"0118,0119,0229,0288,0345,0401"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL PADRE FANTINO,PARAJE SANTO CERRO,SANTO CERRO,"0113,0114,0114A,0331"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL,PARAJE SOTO,SOTO,"0123,0124,0231,0257,0310,0377"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL EL CAFÉ,PARAJE EL CAFE,EL CAFE,152
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL LOS CAMARONES,PARAJE LOS CAMARONES,LOS CAMARONES,153
LA VEGA,LA VEGA,LA VEGA,CENTRO COMUNAL EL FARO,PARAJE EL FARO,EL FARO (ALFARO),211
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO GUAIGUI,PARAJE GUAIGUI,GUAIGUI,"0186,0311"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RUAL GUAREY,PARAJE GUAREY,GUAREY,187
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL EL HIGUERO,PARAJE EL HIGUERO,EL HIGUERO,"0155,0155A,0312"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO JUANA SALTITOPA,PARAJE JAMO,JAMO,"0160,0161,0262,0359"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO EMMA BALAGUER,PARAJE JARDETA,JARDETA O JARDITA,"0162,0163,0263,0347"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO CONSUELO ACEVEDO REINOSO,PARAJE LAS MARAS,LAS MARAS O LA MARA,"0156,0156A,0274,0348,0388"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL,PARAJE LAS YAYAS,LAS YAYAS (LA JOYA),"0157,0158,0159,0261"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL,PARAJE JIMAYACO,JIMAYACO,"0095,0096,0227,0378"
LA VEGA,LA VEGA,LA VEGA,CENTRO EEDUCATIVO CABIRMOTA,PARAJE LA CIDRA,LA CIDRA,"0097,0097A,0098,0098A,0379"
LA VEGA,LA VEGA,LA VEGA,ESCUELA BASICA CAIMITO AD- ENTRO,PARAJE CAIMITO ADENTRO,CAIMITO ADENTRO,"0050,0051,0290"
LA VEGA,LA VEGA,LA VEGA,ESCUELA CENTRO EDUCATIVO FEDERICO MUÑOZ,PARAJE CAIMITO AFUERA,CAIMITO AFUERA,"0052,0052A,0301,0386"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO EL QUEMA- DO,PARAJE EL QUEMADO,EL QUEMADO,"0056,0057,0402"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO LA PENDA,PARAJE LA PENDA,LA PENDA,"0055,0055A,0349"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PRIMARIA RURAL,PARAJE LA TORRE,LA TORRE,"0053,0053A,0054,0250,0333"
LA VEGA,LA VEGA,LA VEGA,LICEO DON JUAN RODRIGUEZ,PARAJE EL ABANICO,EL ABANICO,"0167,0167A,0313"
LA VEGA,LA VEGA,LA VEGA,ESCUELA LAS CABUYAS,PARAJE LAS CABUYAS,LAS CABUYAS,"0164,0164A,0165,0166,0166A,0334"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO LOS GUAYOS 1,PARAJE LOS GUAYOS,LOS GUAYOS,"0168,0264"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO ANA JULIA DIAZ,PARAJE LAS CANAS ABAJO,LAS CANAS ABAJO,"0090,0091,0094,0254,0361"
LA VEGA,LA VEGA,LA VEGA,ESCUELA MONSEÑOR FRANCISCO PANAL RAMIREZ,PARAJE LA CRUZ DE HOYA GRANDE,LA CRUZ DE HOYA GRANDE,"0099,0099A,0100,0101,0335"
LA VEGA,LA VEGA,LA VEGA,ESCUELA SECUNDARIA MON- SEÑOR FRANCISCO PANAL,PARAJE POBLADITO DE LICEY,POBLADITO DE LICEY,"0102,0103,0104,0255,0362"
LA VEGA,LA VEGA,LA VEGA,ESCUELA NIOBE MARIOT,PARAJE EL PINO,PONTON,"0193,0194,0195,0236,0268,0292,0336"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO PONTON,PARAJE PONTON,PONTON,"0188,0189,0190,0190A,0337,0380"
LA VEGA,LA VEGA,LA VEGA,ESCUELA MARIO FRANCISCO MARIOT,PARAJE EL PINITO,EL PINITO,"0184,0191,0294"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO MELIDA LORA,PARAJE JEREMIAS,JEREMIAS,"0183,0183A,0338"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO FEDERICO GARCIA GODOY,PARAJE RANCHO VIEJO,RANCHO VIEJO,"0177,0177A,0178,0178A,0179,0179A,0265"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO RICARDO CRUZ,PARAJE SABANETA ARRIBA,SABANETA ARRIBA,"0180,0180A,0181,0182,0182A,0295,0381"
LA VEGA,LA VEGA,LA VEGA,JUZGADO DE PAZ 2DA. CIRCUN- SCRIPCION,MANUEL U. GOMEZ/SALCEDO,VILLA ROSA,"0048,0049,0277,0339,0403"
LA VEGA,LA VEGA,LA VEGA,ESC. FEDERICO GARCIA GODOY,C/ JOAQUIN GOMEZ/JOSE CABRERA,GUARIONEX,"0031,0032,0033,0033A,0034,0035,0035A,0036,0037,0038,0039"
LA VEGA,LA VEGA,LA VEGA,COLEGIO DON LUIS DESPRADEL,C/PADRE ADOLFO N°35,CENTRO DE LA CIUDAD,"0027,0248"
LA VEGA,LA VEGA,LA VEGA,COLEGIO INMACULADA CONCEP- CION,AV. RIVAS ESQ. CDTE. JIMENEZ MOYA,VILLAS CAROLINAS,"0240,0240A,0300,0389"
LA VEGA,LA VEGA,LA VEGA,CLUB AMIGOS LEALES,AVE. MONSEÑOR PANAL ESQ. PDTE. ESPAILLAT,CONANI,"0221,0221A,0223,0223A,0296,0340,0382"
LA VEGA,LA VEGA,LA VEGA,COLEGIO EL CARMEN,C/ ALFREDO PERALTA MICHEL. BO. LOTERIA,LOTERIA NACIONAL,"0005,0005A,0213,0213A,0241,0241A,0241B,0241D"
LA VEGA,LA VEGA,LA VEGA,COLEGIO EUGENIO MARIA DE HOSTOS,AVE. FEDERICO GARCIA GODOY # 48.,CENTRO DE LA CIUDAD,"0024,0026,0026A,0341"
LA VEGA,LA VEGA,LA VEGA,CLUB PARQUE HOSTOS,CALLE PADRE BILLINI ESQ. NUÑEZ DE CACERES,VILLA FRANCISCA,"0010,0010A,0275,0352"
LA VEGA,LA VEGA,LA VEGA,CLUB SAN MIGUEL,"LA VEGA, CENTRO DE LA CIUDAD",CENTRO DE LA CIUDAD,"0214,0214A,0276,0342"
LA VEGA,LA VEGA,LA VEGA,COLEGIO BILINGUE PADRE FAN- TINO,CALLE JOSE CABRE #70,VILLA ROSA,"0040,0040A,0041,0041A,0042,0043"
LA VEGA,LA VEGA,LA VEGA,COMEDOR ECONOMICO,C/ PEPITO GARCIA NO. 36 DE VILLA PARMARITO,VILLA PALMARITO,"0215,0215A,0215B,0235,0267,0297,0353,0354"
LA VEGA,LA VEGA,LA VEGA,ESCUELA ESPECIAL,CALLE SALCEDO,VILLA ROSA,"0047,0249"
LA VEGA,LA VEGA,LA VEGA,ESCUELA SAN MIGUEL,CALLE CONCEPCION TAVERAS #8 PARTE ATRAS,VILLA ROSA,"0045,0045A,0045B,0046"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO DE EN- SEÑANZA DON PEPE ALVAREZ,AVE. IMBERT,URB. LAS CAROLINA,"0278,0343,0383,0405"
LA VEGA,LA VEGA,LA VEGA,CENTRO EDUCATIVO EL HATICO,EL HATICO,EL HATICO,"0280,0317,0364,0390"
LA VEGA,LA VEGA,LA VEGA,ESCUELA PARROQUIAL MARIA AUXILIADORA,"CALLE 6, MARIA AUXILIADORA",MARIA AUXILIADORA,"0281,0318,0365,0391"
LA VEGA,LA VEGA,LA VEGA,ESCUELA CERRO DE PIEDRA,"PARAJE PONTON, KM. 5, PONTON",PONTON,302
