provincia,municipio,distrito_municipal,recinto_nombre,recinto_direccion,sector,colegios_lista
ESPAILLAT,GASPAR HERNAN- DEZ,VERAGUA (DM),ESCUELA PRIMARIA RURAL,"PARAJE CAÑO DULCE, CAÑO DULCE",CAÑO DULCE,"0049,0069"
ESPAILLAT,GASPAR HERNAN- DEZ,VERAGUA (DM),LICEO SECUNDARIO VILLA PRO- GRESO,PARAJE VENU( VERAGUA) FRENTE AL AYUNTAMIENTO,VENU ( VERAGUA ),"0056,0056A,0056B,0061,0065,0074"
ESPAILLAT,GASPAR HERNAN- DEZ,VILLA MAGANTE (DM),ESCUELA PRIMARIA INTERMEDIA,PARAJE LA YAGUA,LAS YAGUAS,"0033,0035,0059"
ESPAILLAT,GASPAR HERNAN- DEZ,VILLA MAGANTE (DM),ESCUELA PRIMARIA RURAL,PARAJE CANTERA,LA CANTERA,37
ESPAILLAT,GASPAR HERNAN- DEZ,VILLA MAGANTE (DM),ESCUELA PRIMARIA RURAL,PARAJE TRES CEIBAS,TRES CEIBAS,52
ESPAILLAT,GASPAR HERNAN- DEZ,VILLA MAGANTE (DM),ESCUELA PRIMARIA RURAL,PARAJE VEREDA AL MEDIO,VEREDA AL MEDIO,36
ESPAILLAT,GASPAR HERNAN- DEZ,VILLA MAGANTE (DM),LICEO SECUNDARIO TRES CEIBAS,PARAJE TRES CEIBAS,TRES CEIBAS,34
ESPAILLAT,CAYETANO GER- MOSEN,CAYETANO GER- MOSEN,ESCUELA ISABEL LA CATOLICA,C/BALBINA R. DE VERAS,CENTRO DE LA CIUDAD,"0001,0002,0008,0010,0017"
ESPAILLAT,CAYETANO GER- MOSEN,CAYETANO GER- MOSEN,ESCUELA PRIMARIA RURAL,PARAJE HATO VIEJO,HATO VIEJO,"0003,0004,0012"
ESPAILLAT,CAYETANO GER- MOSEN,CAYETANO GER- MOSEN,ESCUELA PRIMARIA RURAL,PARAJE LA GUAMA DE GUA- NABANO,LA GUAMA DE GUA- NABANO,"0005,0006,0007,0018"
ESPAILLAT,CAYETANO GER- MOSEN,CAYETANO GER- MOSEN,CENTRO COMUNAL LA GUAMA,PARAJE LA GUAMA DE GUA- NABANO,LA GUAMA DE GUA- NABANO,13
ESPAILLAT,CAYETANO GER- MOSEN,CAYETANO GER- MOSEN,LICEO VESPERTINO DE CAYETANO GERMOCEN,"CIUDAD, CENTRO DE LA CIUDAD",CENTRO DE LA CIUDAD,"0009,0011,0015"
ESPAILLAT,CAYETANO GER- MOSEN,CAYETANO GER- MOSEN,ESCUELA PRIMARIA RURAL,PARAJE EL CARRIL,EL CARRIL,16
ESPAILLAT,CAYETANO GER- MOSEN,CAYETANO GER- MOSEN,CENTRO EDUCATIVO ISABEL ROSA DE PEÑA,PARAJE NIBAJE,NIBAJE,14
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,ESCUELA PRIMARIA RURAL,PARAJE HOJAS ANCHAS,HOJA ANCHA,32
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,ESCUELA PRIMARIA RURAL,PARAJE LAS CAOBAS,LAS CAOBAS,"0035,0036,0208"
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,ESCUELA PRIMARIA URBANA,CIUDAD,CENTRO DE LA CIUDAD,"0033,0034,0172,0203"
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,ESCUELA PRIMARIA RURAL,PARAJE ARROYO DEL GATO,ARROYO EL GATO,37
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,ESCUELA PRIMARIA RURAL,PARAJE LAS ESPINAS,LAS ESPINAS,166
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,ESCUELA PRIMARIA RURAL,PARAJE LOS BRAZOS,LOS BRAZOS,"0165,0165A,0206"
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,ESCUELA PRIMARIA VILLA IVAN GUZMAN,PARAJE VILLA IVAN GUZMAN,VILLA IVAN GUZMAN,204
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,ESCUELA BASICA DE PALO ROTO,PARAJE PALO ROTO,PALO ROTO,205
ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,LICEO JAMAO AL NORTE,CALLE DUARTE NO. 79,CENTRO DE LA CIUDAD,"0001,0207"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PRIMARIA RURAL,PARAJE LAS CANGREJERAS,CANGREJERA,43
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PROFESOR ANIBAL MEDINA DIAZ,PARAJE SAN VICTOR ABAJO,SAN VICTOR ABAJO,"0061,0062,0063,0064,0064A,0243,0274,0276"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA ROSALIA NUÑEZ HICIANO,PARAJE SAN VICTOR ARRIBA,SAN VICTOR ARRIBA,"0058,0167,0244"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PRIMARIA LUIS NAPO- LEON NUÑEZ MOLINA,PARAJE CEYBA DE MADERA,LA CEIBA DE MADERA,"0052,0053,0054,0174,0208,0260,0277"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PRIMARIA RURAL,PARAJE ALTO DE LOS POZOS,PUESTO GRANDE,"0186,0267"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PRIMARIA PUESTO GRANDE,PARAJE EL CAIMITO,EL CAIMITO,"0047,0158"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PRIMARIA LA CUMBRE,PARAJE LA CUMBRE,LA CUMBRE,"0048,0049"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PRIMARIA LOS VEINTI- UNO,PARAJE LOS VEINTIUNO,LOS VEINTIUNO,46
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PRIMARIA PUESTO GRANDE,PARAJE PUESTO GRANDE,PUESTO GRANDE,"0050,0051,0173"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA PRIMARIA ONESIMO GRULLON,PARAJE CUERO DURO,CUERO DURO,"0059,0060,0265"
ESPAILLAT,SAN VICTOR,SAN VICTOR,LICEO ONESIMO POLANCO,PARAJE SAN VICTOR ABAJO,SAN VICTOR ABAJO,"0001,0064B,0175,0206,0232,0263,0275"
ESPAILLAT,SAN VICTOR,SAN VICTOR,ESCUELA DE LOS AMACEYES,PARAJES LOS AMACEYES,AMACEYES ARRIBA,149
HATO MAYOR,HATO MAYOR,HATO MAYOR,COLEGIO NUESTRA SEÑORA DEL CARMEN,CALLE SAN ANTONIO NO. 70,CENTRO DE LA CIUDAD,"0006,0006A,0015,0016,0061,0061A"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA BERNARDO PICHARDO,CALLE DUARTE,PUERTO RICO,"0017,0018,0055,0066,0077,0091"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA JUAN PABLO DUARTE,BARRIO ONDINA,ONDINA,"0072,0072A,0072B,0072C,0075,0078,0084,0085"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA URBANA,BARRIO GUALEY,GUALEY,"0001,0001A,0001B,0002"
HATO MAYOR,HATO MAYOR,HATO MAYOR,LICEO SECUNDARIO CESAR NICO- LAS PENSON,CALLE PEDRO GUILLERMO/ PALO HINCADO,ONDINA,"0009,0009A,0010,0011,0012,0054,0054A,0054B"
HATO MAYOR,HATO MAYOR,HATO MAYOR,PALACIO MUNICIPAL,CARRET. SABANA DE LA MAR,ONDINA,"0007,0008"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE BATEY LAS PAJAS,BATEY LAS PAJAS,"0038,0070"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE CAPOTE,CAPOTE,31
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE DOÑA ANA,DOÑA ANA,36
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE LA SIERRA,LA SIERRA,33
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE LOS COCOS,LOS COCOS,32
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE PALMA ESPINO,PALMA ESPINO,37
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,KILOMETRO 15,KM. 15,25
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE DOÑA ANA ADENTRO,DOÑA ANA ADENTRO,26
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE GUAMIRA,GUAMIRA,27
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE LAS PALMILLAS,LAS PALMILLAS,"0029,0030,0069"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL,PARAJE MANCHADO,MANCHADO,"0028,0068"
HATO MAYOR,HATO MAYOR,HATO MAYOR,CRUZ ROJA,PADRE PEÑA NO.30,CENTRO DE LA CIUDAD,"0062,0074"
HATO MAYOR,HATO MAYOR,HATO MAYOR,CLUB 21 DE ENERO,SANTO DOMINGO NO. 9,CENTRO DE LA CIUDAD,"0005,0005A"
HATO MAYOR,HATO MAYOR,HATO MAYOR,COLEGIO LA TRINIDAD,BARRIO ONDINA,ONDINA,"0060,0060A,0060B"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA RURAL BATEY CONSTRUCCION,PARAJE BATEY HOYON,BATEY HOYON,34
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PUNTA DE GARZA,PARAJE PUNTA DE GARZA,PUNTA GARZA,"0013,0014,0063,0082,0093"
HATO MAYOR,HATO MAYOR,HATO MAYOR,CLUB DE LEONES,CALLE DUARTE BARRIO PUER- TO RICO,ONDINA,"0019,0056"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA URBANA,CARRETERA HATO MAYOR-VI- CENTILLO,VILLA ORTEGA,"0083,0090,0094,0097"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA URBANA LAS CHINAS,BARRIO LAS CHINAS,LAS CHINAS,"0089,0095,0098"
HATO MAYOR,HATO MAYOR,HATO MAYOR,POLITECNICO CESAR NICOLAS PENSON,EUGENIO MICHES ESQ. PEDRO GUILLERMO,ONDINA,"0059,0059A,0086"
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA BASICA FRANCISCO DEL ROSARIO SANCHEZ,SECTOR LOS POLANCOS,LOS POLANCO,99
HATO MAYOR,HATO MAYOR,HATO MAYOR,ESCUELA PRIMARIA URB. PROF. JULIO MATEO,CALLE PROLONGACIÓN COLÓN,GUALEY,"0003,0004,0076,0079"
HATO MAYOR,HATO MAYOR,HATO MAYOR,POLIDEPORTIVO HÉCTOR “EL VIKINGO” MONEGRO,CALLE MERCHOR CONTIN AL- FAU ESQUINA CALLE MELLA,LINDO,"0057,0058"
HATO MAYOR,HATO MAYOR,YERBA BUENA (DM),ESCUELA PRIMARIA,PARAJE GUAYABAL,GUAYABAL,23
HATO MAYOR,HATO MAYOR,YERBA BUENA (DM),ESCUELA PRIMARIA,PARAJE SAN NICOLAS,SAN NICOLAS,"0022,0022A"
HATO MAYOR,HATO MAYOR,YERBA BUENA (DM),ESCUELA PRIMARIA RURAL,PARAJE EL MAMON,EL MAMON,24
HATO MAYOR,HATO MAYOR,YERBA BUENA (DM),ESCUELA PRIMARIA RURAL,PARAJE LAS CLARAS,LAS CLARAS,21
HATO MAYOR,HATO MAYOR,YERBA BUENA (DM),ESCUELA PRIMARIA RURAL,PARAJE MUÑAGORRA,MUÑAGORRA,20
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE BEJUCAL,BEJUCAL,51
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE BENITO,LOS VASQUEZ,"0047,0073"
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE EL COCO,EL COCO,45
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE LA PLAZA,LA PLAZA,52
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE MAGUA,MAGUA,46
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE MIRADOR ARRIBA,MIRADOR ARRIBA,48
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE MONTE COCA,MONTE COCA,53
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE MORQUECHO,MORQUECHO,"0049,0050,0071"
HATO MAYOR,HATO MAYOR,MATA PALACIO (DM),ESCUELA PRIMARIA RURAL,PARAJE BATEY PRINGAMOSA,PRINGAMOSA,100
HATO MAYOR,HATO MAYOR,GUAYABO DULCE (DM),ESCUELA PRIMARIA RURAL,PARAJE LAS ESPINAS,LAS ESPINAS,43
HATO MAYOR,HATO MAYOR,GUAYABO DULCE (DM),ESCUELA PRIMARIA RURAL,PARAJE LOS ALGARROBOS,LOS ALGARROBOS,"0041,0080"
HATO MAYOR,HATO MAYOR,GUAYABO DULCE (DM),ESCUELA PRIMARIA RURAL,PARAJE LOS HATILLOS,LOS HATILLOS,"0064,0067,0067A,0081"
HATO MAYOR,HATO MAYOR,GUAYABO DULCE (DM),ESCUELA PRIMARIA RURAL,PARAJE LOS RANCHOS,LOS RANCHOS,44
HATO MAYOR,HATO MAYOR,GUAYABO DULCE (DM),ESCUELA PRIMARIA RURAL,PARAJE PASO CIBAO,PASO CIBAO,"0039,0092"
HATO MAYOR,HATO MAYOR,GUAYABO DULCE (DM),LICEO CESAR CACERES CASTILLO,PARAJE LOS HATILLOS,LOS HATILLOS,"0087,0096"
HATO MAYOR,HATO MAYOR,GUAYABO DULCE (DM),CENTRO EDUCATIVO EL BUEN SAMARITANO,PARAJE JALONGA,JALONGA,"0042,0065,0088"
HATO MAYOR,HATO MAYOR,GUAYABO DULCE (DM),SALON DE LA COOPERATIVA AG- ROPECUARIA DE GANADEROS,ENTRADA LOS HATILLOS CAR- RETERA HATO MAYOR,LAS GUARANAS,40
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,CENTRO EDUCATIVO SRTA. ELUPI- NA CORDERO,16 DE AGOSTO ESQ. NICOME- DES CALCAÑO,PAJARITO,"0003,0004,0029"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,ESCUELA PRIMARIA URBANA,CALLE ELISEO DEMORISI NO.1,SABANA DEL TANQUE,"0008,0026"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,CASA DE INSPECCION DE EDU- CACION,AV. DE LOS HEROES NO.52,CENTRO DE LA CIUDAD,17
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,CLUB NOVIA DE LA BAHIA,DIEGO DE LIRA/ELEUTERIO DE LEON NO.160,CENTRO DE LA CIUDAD,10
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,ESCUELA DE LA CARRET. DE MICHES,BARRIO LA PISTA,LA PISTA,"0027,0033"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,ESCUELA PRIMARIA ABIGAIL MEJIA,C/ DIEGO DE LIRA/ AVE. DE LOS HEROES,CENTRO DE LA CIUDAD,"0006,0009,0032"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,LICEO SECUNDARIO VIRGINIA POU,"AV. DE LOS HEROES, ESQ. CALLE PROYECTO",CENTRO DE LA CIUDAD,"0021,0030,0034"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,CASA ESCUELA,PARAJE CUBA LIBRE,CUBA LIBRE,"0012,0023"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,ESCUELA PRIMARIA RURAL,PARAJE LOMA AL 4,LOMA DEL CUATRO,22
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,ESCUELA PRIMARIA URB. PROF. CELEDONIA DOLORES FDEZ.,"CALLE ELICEO DE MORIZIS, BARRIO PAJARITO",CENTRO DE LA CIUDAD,"0018,0028"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,ESCUELA PROFESORA NORMA PUIG,"CALLE/LUPERON ESQ. SEIBO, BARRIO CATAREY",CENTRO DE LA CIUDAD,"0007,0019,0031"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,ESCUELA PRIMARIA INMACULADA CONCEPCION,"CALLE CARMEN SALLES NO. 23, CENTRO DE LA CIUDAD",CENTRO DE LA CIUDAD,11
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,CENTRO EDUCATIVO DULCE M. NERIO DE LEON,CALLE LUPERON NO. 1. PUEB- LO ABAJO,PUEBLO ABAJO,"0001,0002"
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,CENTRO EDUCATIVO PEDRO TAVAREZ FRIAS,CALLE PROYECTO S/N. SAN CARLOS,SAN CARLOS AFUERA,5
HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,ESCUELA PROYECTO CAÑO HONDO,CARRETERA CAÐO HONDO,CENTRO DE LA CIUDAD,20
HATO MAYOR,SABANA DE LA MAR,ELUPINA CORDERO DE LAS CAÑITAS (DM),ESCUELA PRIMARIA RURAL,PARAJE CAPITAN,CAPITAN,13
HATO MAYOR,SABANA DE LA MAR,ELUPINA CORDERO DE LAS CAÑITAS (DM),ESCUELA PRIMARIA RURAL,PARAJE LAS CAÑITAS,LAS CAÑITAS,"0014,0024,0035"
HATO MAYOR,SABANA DE LA MAR,ELUPINA CORDERO DE LAS CAÑITAS (DM),CASA ESCUELA,PARAJE LA LOMA (PARADERO DE LA LOMA),LA LOMA O PARADERO DE LA LOMA,16
HATO MAYOR,SABANA DE LA MAR,ELUPINA CORDERO DE LAS CAÑITAS (DM),CASA ESCUELA,PARAJE MAGUA,MAGUA,"0015,0025,0036"
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA PRIMARIA URBANA,CALLE PROYECTO/JOHN F. KENNEDY,BELLA VISTA,"0003,0011,0012"
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA BENITO GONZALEZ,CIUDAD,CENTRO DE LA CIUDAD,"0005,0010,0017"
HATO MAYOR,EL VALLE,EL VALLE,JUZGADO DE PAZ,CALLE MARIA TRINIDAD SAN- CHEZ NO. 122,CENTRO DE LA CIUDAD,2
HATO MAYOR,EL VALLE,EL VALLE,LOCAL DEL AYUNTAMIENTO,MARIA TRINIDAD SANCHEZ,CENTRO DE LA CIUDAD,4
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA PRIMARIA RURAL,PARAJE ARENITAS,ARENITAS,1
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA PRIMARIA RURAL,PARAJE ALTOS DE LA PIEDRA,RIO CHIQUITO,6
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA PRIMARIA RURAL,PARAJE EL CABAO,EL CABAO,7
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA PRIMARIA RURAL,PARAJE KILOMETRO 20,KILOMETRO 20,"0008,0013"
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA PRIMARIA RURAL,PARAJE MANGO EL LIMPIO,MANGO EL LIMPIO,9
HATO MAYOR,EL VALLE,EL VALLE,LICEO SECUNDARIO EL VALLE,RESTAURACION NO. 1,CENTRO DE LA CIUDAD,"0005A,0015"
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA PRIMARIA BARRIO SANO,C/ JHON F. KENNEDY ESQ. REVERENDO CARLOS LEON,EL SANO,14
HATO MAYOR,EL VALLE,EL VALLE,ESCUELA PRIMARIA URBANA,"PROL. GASTON FDO. DELIGNE, ESQ. CLETO CORNELIO",BARRIO LINDO,16
INDEPENDENCIA,DUVERGE,DUVERGE,ESCUELA JOSE CABRERA,C/PROLONGACION DUARTE,SAN JOSE,"0004,0005,0006,0035"
INDEPENDENCIA,DUVERGE,DUVERGE,ESCUELA PRIMARIA FELIX MA. DEL MONTE,C/ 16 DE AGOSTO,PLACER BONITO,"0001,0024,0034,0039"
INDEPENDENCIA,DUVERGE,DUVERGE,ESCUELA BASICA LAS MERCEDES,CALLE ARZOBISPO MERIÑO S/N,LAS MERCEDES,"0007,0008,0038"
INDEPENDENCIA,DUVERGE,DUVERGE,ESCUELA PRIMARIA RURAL,PARAJE PUERTO ESCONDIDO,PUERTO ESCONDIDO,"0022,0036"
INDEPENDENCIA,DUVERGE,DUVERGE,MERCADO MUNICIPAL,"CALLE DUARTE ESQ. ARZ. MERIÑO , CENTRO DE LA CIUDAD",CENTRO DE LA CIUDAD,27
INDEPENDENCIA,DUVERGE,DUVERGE,ESCUELA BASICA NUESTRA SEÑORA DEL CARMEN,C/ MUSSOLINE MENDEZ ESQ. MARIA TRINIDAD SANCHEZ,CENTRO DE LA CIUDAD,"0002,0003,0010,0026"
INDEPENDENCIA,DUVERGE,DUVERGE,ESCUELA PRIMARIA FIDELINA AN- DINO MOQUETE (NUEVO LOCAL),CALLE NUESTRA SEÑORA DEL CARMEN ESQ. CALLE EL NUMERO,ISIDRO,"0009,0025,0033"
INDEPENDENCIA,DUVERGE,VENGAN A VER (DM),ESCUELA PRIMARIA RURAL,PARAJE VENGAN A VER,VENGA A VER,"0020,0021,0030,0037"
INDEPENDENCIA,DUVERGE,VENGAN A VER (DM),ESCUELA PRIMARIA RURAL,PARAJE LAS BAITOAS,LAS BAITOAS,32
INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,ESCUELA BASICA QUICA ALTA- GRACIA MENDEZ,CALLE CRISTO VIENE,EL PALMITO,"0011,0015"
INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,AYUNTAMIENTO MUNICIPAL,C/ PADRE BILLINI,CENTRO DE LA CIUDAD,10
INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,ESCUELA PROF. JOVINA MEDINA FERRERAS,CALLE PADRE BILLINI,CENTRO DE LA CIUDAD,"0002,0003"
INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,LICEO SEC. JUAN R. POLANCO,PADRE BILLINI,CENTRO DE LA CIUDAD,"0001,0008,0014"
INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,ESCUELA MEREGIRDA CUEVAS MATEO,PARAJE ANGEL FELIZ,ANGEL FELIZ,9
INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,CENTRO EDUCATIVO DEL NIVEL BASICO PILAR MENDEZ,PARAJE BARTOLOME,BARTOLOME,"0007,0013"
INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,ESCUELA PRIMARIA ALTAGRACIA BIENVENIDA PEÑA,PARAJE LOS PINOS DEL EDEN,LOS PINOS DEL EDEN,6
INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,ESCUELA JULIAN FERRERAS,CALLE PADRE BILLINI,CENTRO DE LA CIUDAD,"0003A,0012"
INDEPENDENCIA,JIMANI,JIMANI,ESC. PRIMARIA URB. ANTONIO DUVERGE,CALLE ARZOBISPO MERIÑO NO. 01,JIMANI NUEVO,"0001,0002,0003"
INDEPENDENCIA,JIMANI,JIMANI,ESCUELA BASICA PROFESOR LEONOR NOVAS VOLQUEZ,"C/ GASPAR POLANCO, BO. JIMANI VIEJO",JIMANI VIEJO,"0013,0014,0017,0019"
INDEPENDENCIA,JIMANI,JIMANI,LICEO MÁXIMO PÉREZ FLORIAN,CALLE MELLA NO. 9,CENTRO DE LA CIUDAD,"0008,0012,0016"
INDEPENDENCIA,JIMANI,EL LIMON (DM),ESCUELA PRIMARIA RURAL,"CALLE PRINCIPAL, DM EL LIMON",EL LIMON,"0006,0007"
INDEPENDENCIA,JIMANI,EL LIMON (DM),LICEO POLITÉCNICO MÁXIMO GÓMEZ,CALLE EL PROYECTO AGRARIO NUMERO 1,EL LIMON,"0011,0015"
INDEPENDENCIA,JIMANI,BOCA DE CACHON (DM),ESCUELA PRIMARIA RURAL,PARAJE TIERRA NUEVA,TIERRA NUEVA,"0004,0009"
INDEPENDENCIA,JIMANI,BOCA DE CACHON (DM),ESCUELA BASICA CORNELIA FLORIAN,CALLE JUAN PABLO DUARTE NO. 01,BOCA DE CACHON,"0005,0010,0018"
INDEPENDENCIA,POSTRER RIO,POSTRER RIO,ESCUELA PRIMARIA RURAL,PARAJE LOS BOLOS,LOS BOLOS,3
INDEPENDENCIA,POSTRER RIO,POSTRER RIO,ESCUELA PRIMARIA URBANA,CALLE 30 DE MAYO DEL 1852,CENTRO DE LA CIUDAD,"0001,0002,0005,0008,0010,0012"
INDEPENDENCIA,POSTRER RIO,POSTRER RIO,ESCUELA BASICA CRISTINA BATIS- TA TAPI,BARRIO EL MOGOTE,EL MOGOTE,"0011,0013"
INDEPENDENCIA,POSTRER RIO,GUAYABAL (DM),ESCUELA PRIMARIA RURAL,PARAJE EL MANIEL,EL MANIEL,6
INDEPENDENCIA,POSTRER RIO,GUAYABAL (DM),ESCUELA PRIMARIA RURAL,PARAJE GUAYABAL,GUAYABAL,"0004,0007,0009"
INDEPENDENCIA,MELLA,MELLA,ESCUELA BASICA PROF. DOMINI- CANA ALTAGRACIA MOQUETE,C/ JUAN MATOS NO. 26,CENTRO DE LA CIUDAD,"0001,0011,0012,0028"
INDEPENDENCIA,MELLA,MELLA,ESCUELA PRIMARIA RURAL JORGE MENDEZ,PARAJE ANGOSTURA,ANGOSTURA,18
INDEPENDENCIA,MELLA,LA COLONIA (DM),ESCUELA PRIMARIA RURAL FILO- MENA PEREZ,PARAJE COLONIA MIXTA (CO- LONIA AGRIC),LA COLONIA (COLONIA MIXTA),"0013,0023"
INDEPENDENCIA,CRISTOBAL,CRISTOBAL,LICEO JOSE DEL CARMEN SENA SEGURA,CALLE DUARTE,VILLA PROGRESO,"0001,0016,0017,0029,0032"
INDEPENDENCIA,CRISTOBAL,BATEY 8 (DM),LICEO PROF. FREDDY PEREZ PEREZ,CALLE PRIMERA N0. 20,BATEY 8,"0014,0015,0031,0031A,0033"
INDEPENDENCIA,CRISTOBAL,BATEY 8 (DM),ESCUELA RAMON BOLIVAR ME- DRANO,CALLE RAFAEL MATOS,BATEY 7,34
LA ROMANA,LA ROMANA,LA ROMANA,COLEGIO NUESTRA SRA. DE LA ALTAGRACIA,JULIO A. GARCIA NO. 11,KATANGA,"0031,0031A,0115"
LA ROMANA,LA ROMANA,LA ROMANA,ASOCIACION DEPORTIVA CULTUR- AL ROMANA,AVENIDA LIBERTAD,CENTRAL ROMANA,"0064,0065,0119,0164"
LA ROMANA,LA ROMANA,LA ROMANA,CLUB DEP. SAN MARTIN DE PORRES,CALLE G. NO. 6,CENTRO DE LA CIUDAD,"0027,0027A,0081,0081A,0103"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA PRIMARIA DE SAVICA,CALLE 3RA.,SAVICA,"0042,0042A,0043,0043A,0044,0044A,0045,0045A"
LA ROMANA,LA ROMANA,LA ROMANA,ESCUELA PRIMARIA SAN PEDRO,CALLE 1RA NO.4,VILLA ESPAÑA,"0078,0078A,0078B,0087,0088,0089,0089A,0166"
